text,label,text_length,word_count,created_at,processed_text,original_length,processed_length,compression_ratio
"The report states that scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,153,24,2026-05-12,state scientist discover new exoplanet habitable zone star research publish nature astronomy,153,92,0.6013071895424836
"Official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,125,19,2026-05-12,official government data release today show india gdp grow last quarter beat market expectation,125,95,0.76
"The report states that finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,150,22,2026-05-12,state finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,150,109,0.7266666666666667
"According to official sources, team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.",0,139,21,2026-05-12,official source team india defeat australia wicket thrill series finale win bordergavaskar trophy,139,97,0.697841726618705
"In a press release, official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,145,23,2026-05-12,press release official government data release today show india gdp grow last quarter beat market expectation,145,109,0.7517241379310344
🚨 WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! 🚨 Share this with everyone you know!,1,169,28,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness share everyone,169,108,0.6390532544378699
The Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,115,17,2026-05-12,ministry health report vaccination coverage reach among eligible adult across country,115,85,0.7391304347826086
A study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.,0,123,22,2026-05-12,study publish lancet medical journal find regular exercise reduces risk heart disease,123,85,0.6910569105691057
"In a press release, the Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.",0,135,21,2026-05-12,press release ministry health report vaccination coverage reach among eligible adult across country,135,99,0.7333333333333333
The Election Commission announced that voting for the upcoming state assembly elections will take place in seven phases starting next month.,0,140,21,2026-05-12,election commission announce vote upcoming state assembly election place seven phase start next month,140,101,0.7214285714285714
"According to official sources, university Grants Commission released new guidelines for online education and examination standards.",0,131,16,2026-05-12,official source university grant commission release new guideline online education examination standard,131,103,0.7862595419847328
🚨 THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world! 🚨,1,112,21,2026-05-12,change everything nasa discover edge solar system shock world,112,61,0.5446428571428571
MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! Share this with everyone you know!,1,159,27,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch share everyone,159,92,0.5786163522012578
"The report states that stock markets closed at record highs today with the Sensex crossing 75,000 points for the first time in history.",0,135,23,2026-05-12,state stock market close record high today sensex cross point first history,135,75,0.5555555555555556
THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world! Share this with everyone you know!,1,143,25,2026-05-12,change everything nasa discover edge solar system shock world share everyone,143,76,0.5314685314685315
The Election Commission announced that voting for the upcoming state assembly elections will take place in seven phases starting next month.,0,140,21,2026-05-12,election commission announce vote upcoming state assembly election place seven phase start next month,140,101,0.7214285714285714
🚨 TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! 🚨,1,114,16,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,114,82,0.7192982456140351
University Grants Commission released new guidelines for online education and examination standards.,0,100,12,2026-05-12,university grant commission release new guideline online education examination standard,100,87,0.87
"Government data shows according to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,171,26,2026-05-12,government data show ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,171,120,0.7017543859649122
SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this!,1,127,19,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont,127,93,0.7322834645669292
"According to official sources, finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,158,22,2026-05-12,official source finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,158,119,0.7531645569620253
The report states that the Election Commission announced that voting for the upcoming state assembly elections will take place in seven phases starting next month.,0,163,25,2026-05-12,state election commission announce vote upcoming state assembly election place seven phase start next month,163,107,0.656441717791411
"According to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,149,23,2026-05-12,ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,149,99,0.6644295302013423
SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this!,1,127,19,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont,127,93,0.7322834645669292
"The report states that official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,148,23,2026-05-12,state official government data release today show india gdp grow last quarter beat market expectation,148,101,0.6824324324324325
URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding!,1,120,19,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hiding,120,95,0.7916666666666666
